"","PIN","CITY","STATE","ZIP","RELIGIOUS","NUMSTUDS","STTCH_RT","HIGR","SCHOOL","ADDRESS","COUNTY","P_MINOR","YR","P_INDIAN","P_ASIAN","P_HISP","P_BLACK","P_WHITE","MALES","PCT_4YEAR","PCT_2YEAR","LATITUDE","LONGITUDE","P_PACIFIC","P_TR","data.notes"
"1","00000044","TUSCALOOSA","AL","35405",1,261,18,8,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,33.173709,-87.529118,NA,NA,"Multiple Lat and Long"
"2","00000044","TUSCALOOSA","AL","35405",1,259,18.1754385965,8,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,33.173709,-87.529118,NA,NA,"Multiple Lat and Long"
"3","00000044","TUSCALOOSA","AL","35405",1,272,18.92173913,8,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",23.161764706,"1993",0,6.9852941176,1.1029411765,15.073529412,76.838235294,NA,NA,NA,33.173709,-87.529118,NA,NA,"Multiple Lat and Long"
"4","00000044","TUSCALOOSA","AL","35405",1,330,24.220183486,9,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",3,"1995",0,3.3333333333,2.4242424242,14.545454546,79.696969697,NA,NA,NA,33.173709,-87.529118,NA,NA,"Multiple Lat and Long"
"5","00000044","TUSCALOOSA","AL","35405",1,526,12.987654321,16,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",16.730038023,"1997",0.3802281369,1.711026616,1.711026616,12.927756654,83.269961977,308,NA,NA,33.173709,-87.529118,NA,NA,"Multiple Lat and Long"
"6","00000044","TUSCALOOSA","AL","35405",1,587,24.978723404,17,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",16.183986371,"1999",0.3407155026,1.8739352641,3.2367972743,10.73253833,83.816013629,303,NA,NA,33.173709,-87.529118,NA,NA,"Multiple Lat and Long"
"7","00000044","TUSCALOOSA","AL","35405",1,552,14.52631579,17,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",8.6956521739,"2001",0.5434782609,0,3.6231884058,4.5289855072,91.304347826,285,95,3,33.173709,-87.529118,NA,NA,"Multiple Lat and Long"
"8","00000044","TUSCALOOSA","AL","35405",1,555,15.4166666666667,17,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",10.6306306306306,"2003",0,0.720720720720721,3.96396396396396,5.94594594594595,89.3693693693694,278,77,23,33.173709,-87.529118,NA,NA,"Multiple Lat and Long"
"9","00000044","TUSCALOOSA","AL","35405",1,359,15.6086956521739,11,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",15.8774373259053,"2005",0,3.62116991643454,4.73537604456825,7.52089136490251,84.1225626740947,160,NA,NA,33.173709,-87.529118,NA,NA,"Multiple Lat and Long"
"10","00000044","TUSCALOOSA","AL","35405",1,593,14.825,17,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",15.177065767285,"2007",0,1.68634064080944,3.37268128161889,10.1180438448567,84.822934232715,295,77,NA,33.173709,-87.529118,NA,NA,"Multiple Lat and Long"
"11","00000044","TUSCALOOSA","AL","35405",1,546,13.3823529411765,17,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",NA,"2009",0.183150183150183,1.83150183150183,2.74725274725275,9.70695970695971,81.3186813186813,240,95,NA,33.173709,-87.529118,0,4.21245421245421,"Multiple Lat and Long"
"12","00000044","TUSCALOOSA","AL","35405",1,245,10.040983607,17,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",NA,"2011",0.8163265306,1.6326530612,2.0408163265,13.87755102,78.367346939,116,85,NA,33.173709,-87.529118,0,3.2653061224,"Multiple Lat and Long"
"13","00000044","TUSCALOOSA","AL","35405",1,245,9.83935742971888,17,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",NA,"2013",0,1.63265306122449,4.08163265306122,10.6122448979592,81.6326530612245,110,92,NA,33.173709,-87.529118,0.408163265306122,1.63265306122449,"Multiple Lat and Long"
"14","00000044","TUSCALOOSA","AL","35405",1,229,12.3783783783784,17,"HOLY SPIRIT CATHOLIC SCHOOL","601 JAMES I HARRISON JR PKWY E","Tuscaloosa",NA,"2015",0,2.62008733624454,8.73362445414847,12.6637554585153,71.17903930131,112,97,NA,33.173709,-87.529118,0.436681222707424,4.36681222707424,"Multiple Lat and Long"
"15","00000055","HUNTSVILLE","AL","35805",1,128,8.0629882813,8,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,34.73449,-86.603421,NA,NA,"changed locations"
"16","00000055","HUNTSVILLE","AL","35816",1,231,16.3539823009,8,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,34.73449,-86.603421,NA,NA,"changed locations"
"17","00000055","HUNTSVILLE","AL","35816",1,275,19.642857143,8,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",37.454545455,"1993",0,5.0909090909,2.5454545455,29.818181818,62.545454546,NA,NA,NA,34.73449,-86.603421,NA,NA,"changed locations"
"18","00000055","HUNTSVILLE","AL","35816",1,268,17.719008265,8,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",4,"1995",0,8.5820895522,1.8656716418,25.746268657,63.805970149,NA,NA,NA,34.73449,-86.603421,NA,NA,"changed locations"
"19","00000055","HUNTSVILLE","AL","35816",1,200,14.678899083,13,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",43,"1997",1.5,1,3.5,37,57,91,NA,NA,34.73449,-86.603421,NA,NA,"changed locations"
"20","00000055","HUNTSVILLE","AL","35816",1,175,11.475409836,13,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",46.857142857,"1999",0.5714285714,1.1428571429,8.5714285714,36.571428571,53.142857143,93,NA,NA,34.73449,-86.603421,NA,NA,"changed locations"
"21","00000055","HUNTSVILLE","AL","35816",1,184,13.04964539,13,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",48.369565217,"2001",0.5434782609,1.6304347826,5.4347826087,40.760869565,51.630434783,98,NA,NA,34.73449,-86.603421,NA,NA,"changed locations"
"22","00000055","HUNTSVILLE","AL","35816",1,166,12.4812030075188,13,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",45.1807228915663,"2003",0,0,3.6144578313253,41.566265060241,54.8192771084337,94,NA,NA,34.73449,-86.603421,NA,NA,"changed locations"
"23","00000055","HUNTSVILLE","AL","35816",1,176,11.1392405063291,13,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",46.5909090909091,"2005",1.70454545454545,0.568181818181818,5.11363636363636,39.2045454545455,53.4090909090909,95,NA,NA,34.73449,-86.603421,NA,NA,"changed locations"
"24","00000055","HUNTSVILLE","AL","35816",1,190,19.1919191919192,13,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",39.4736842105263,"2007",0,0,6.31578947368421,33.1578947368421,60.5263157894737,113,NA,NA,34.73449,-86.603421,NA,NA,"changed locations"
"25","00000055","HUNTSVILLE","AL","35816",1,176,11.1392405063291,13,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",NA,"2009",0,1.13636363636364,6.81818181818182,26.7045454545455,60.7954545454545,106,NA,NA,34.73449,-86.603421,0,4.54545454545455,"changed locations"
"26","00000055","HUNTSVILLE","AL","35816",1,151,13.853211009,13,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",NA,"2011",0,1.3245033113,6.6225165563,26.490066225,60.927152318,89,NA,NA,34.73449,-86.603421,0,4.6357615894,"changed locations"
"27","00000055","HUNTSVILLE","AL","35816",1,150,12.7118644067797,13,"HOLY FAMILY PAROCHIAL SCHOOL","2300 BEASLEY AVE NW","Madison",NA,"2013",0,2.66666666666667,14.6666666666667,21.3333333333333,52.6666666666667,73,NA,NA,34.73449,-86.603421,0,8.66666666666667,"changed locations"
"28","00000077","HUNTSVILLE","AL","35802",1,266,20.075469971,8,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,34.69004,-86.573801,NA,NA,"Multiple Lat and Long"
"29","00000077","HUNTSVILLE","AL","35802",1,243,19.44,8,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,34.69004,-86.573801,NA,NA,"Multiple Lat and Long"
"30","00000077","HUNTSVILLE","AL","35802",1,277,21.104761905,8,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",14.079422383,"1993",1.083032491,6.1371841155,3.9711191336,2.8880866426,85.920577617,NA,NA,NA,34.69004,-86.573801,NA,NA,"Multiple Lat and Long"
"31","00000077","HUNTSVILLE","AL","35802",1,278,17.375,8,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",3,"1995",0.3597122302,3.9568345324,5.7553956835,1.0791366906,88.848920863,NA,NA,NA,34.69004,-86.573801,NA,NA,"Multiple Lat and Long"
"32","00000077","HUNTSVILLE","AL","35802",1,356,17.689440994,13,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",7.0224719101,"1997",0,3.9325842697,3.0898876404,0,92.97752809,199,NA,NA,34.69004,-86.573801,NA,NA,"Multiple Lat and Long"
"33","00000077","HUNTSVILLE","AL","35802",1,388,23.876923077,13,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",7.4742268041,"1999",0.2577319588,1.0309278351,6.1855670103,0,92.525773196,190,NA,NA,34.69004,-86.573801,NA,NA,"Multiple Lat and Long"
"34","00000077","HUNTSVILLE","AL","35802",1,410,17.372881356,13,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",11.707317073,"2001",0.7317073171,5.1219512195,4.6341463415,1.2195121951,88.292682927,191,NA,NA,34.69004,-86.573801,NA,NA,"Multiple Lat and Long"
"35","00000077","HUNTSVILLE","AL","35802",1,390,16.25,13,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",10,"2003",0.256410256410256,3.58974358974359,5.38461538461539,0.769230769230769,90,212,NA,NA,34.69004,-86.573801,NA,NA,"Multiple Lat and Long"
"36","00000077","HUNTSVILLE","AL","35802",1,466,19.4979079497908,13,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",10.3004291845494,"2005",0,2.36051502145923,6.65236051502146,1.28755364806867,89.6995708154507,253,NA,NA,34.69004,-86.573801,NA,NA,"Multiple Lat and Long"
"37","00000077","HUNTSVILLE","AL","35802",1,444,16.5671641791045,13,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",9.45945945945946,"2007",0,2.7027027027027,6.53153153153153,0.225225225225225,90.5405405405405,212,NA,NA,34.69004,-86.573801,NA,NA,"Multiple Lat and Long"
"38","00000077","HUNTSVILLE","AL","35802",1,412,15.0915750915751,13,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",NA,"2009",0,4.61165048543689,2.18446601941748,0.242718446601942,91.0194174757282,205,NA,NA,34.69004,-86.573801,0,1.94174757281553,"Multiple Lat and Long"
"39","00000077","HUNTSVILLE","AL","35802",1,414,15.054545455,13,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",NA,"2011",0,3.6231884058,5.5555555556,0.7246376812,89.61352657,215,NA,NA,34.69004,-86.573801,0.2415458937,0.2415458937,"Multiple Lat and Long"
"40","00000077","HUNTSVILLE","AL","35802",1,375,15.0602409638554,13,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",NA,"2013",0,4,4.53333333333333,1.86666666666667,88.2666666666667,179,NA,NA,34.69004,-86.573801,0.266666666666667,1.06666666666667,"Multiple Lat and Long"
"41","00000077","HUNTSVILLE","AL","35802",1,436,20.8612440191388,13,"HOLY SPIRIT SCHOOL","619 AIRPORT RD SW","Madison",NA,"2015",0.458715596330275,4.58715596330275,11.9266055045872,1.14678899082569,72.4770642201835,205,NA,NA,34.69004,-86.573801,1.14678899082569,8.25688073394496,"Multiple Lat and Long"
"42","00000088","HOMEWOOD","AL","35209",1,345,15.95375061,8,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,33.47581,-86.796311,NA,NA,"Multiple Lat and Long"
"43","00000088","HOMEWOOD","AL","35209",1,356,13.6923076923,8,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,33.47581,-86.796311,NA,NA,"Multiple Lat and Long"
"44","00000088","HOMEWOOD","AL","35209",1,431,19.702857143,8,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",3,"1995",0,0,0,10.672853828,89.327146172,NA,NA,NA,33.47581,-86.796311,NA,NA,"Multiple Lat and Long"
"45","00000088","BIRMINGHAM","AL","35209",1,455,20.222222222,13,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",3.956043956,"1997",0,0,0,3.956043956,96.043956044,240,NA,NA,33.47581,-86.796311,NA,NA,"Multiple Lat and Long"
"46","00000088","BIRMINGHAM","AL","35209",1,468,20.347826087,13,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",4.0598290598,"1999",0,0,0,4.0598290598,95.94017094,247,NA,NA,33.47581,-86.796311,NA,NA,"Multiple Lat and Long"
"47","00000088","BIRMINGHAM","AL","35209",1,450,14.0625,13,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",9.3333333333,"2001",0,0.6666666667,0.8888888889,7.7777777778,90.666666667,238,NA,NA,33.47581,-86.796311,NA,NA,"Multiple Lat and Long"
"48","00000088","BIRMINGHAM","AL","35209",1,430,23.8888888888889,13,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",9.30232558139535,"2003",0,0.697674418604651,0.930232558139535,7.67441860465116,90.6976744186047,227,NA,NA,33.47581,-86.796311,NA,NA,"Multiple Lat and Long"
"49","00000088","BIRMINGHAM","AL","35209",1,431,17.3790322580645,13,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",14.385150812065,"2005",0.928074245939675,0,2.78422273781903,10.6728538283063,85.614849187935,197,NA,NA,33.47581,-86.796311,NA,NA,"Multiple Lat and Long"
"50","00000088","BIRMINGHAM","AL","35209",1,391,15.8943089430894,13,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",17.1355498721228,"2007",0,2.0460358056266,4.85933503836317,10.230179028133,82.8644501278773,197,NA,NA,33.47581,-86.796311,NA,NA,"Multiple Lat and Long"
"51","00000088","BIRMINGHAM","AL","35209",1,384,17.6146788990826,13,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",NA,"2009",0,3.125,1.82291666666667,11.4583333333333,79.9479166666667,183,NA,NA,33.47581,-86.796311,1.30208333333333,2.34375,"Multiple Lat and Long"
"52","00000088","BIRMINGHAM","AL","35209",1,376,16.711111111,13,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",NA,"2011",0,1.0638297872,1.8617021277,11.170212766,82.180851064,200,NA,NA,33.47581,-86.796311,2.6595744681,1.0638297872,"Multiple Lat and Long"
"53","00000088","BIRMINGHAM","AL","35209",1,395,18.9903846153846,13,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",NA,"2013",0,1.0126582278481,2.27848101265823,10.8860759493671,82.0253164556962,220,NA,NA,33.47581,-86.796311,2.53164556962025,1.26582278481013,"Multiple Lat and Long"
"54","00000088","BIRMINGHAM","AL","35209",1,336,14.9333333333333,13,"OUR LADY OF SORROWS","1720 OXMOOR RD","Jefferson",NA,"2015",0,4.16666666666667,2.67857142857143,12.797619047619,75.2976190476191,172,NA,NA,33.47581,-86.796311,0,5.05952380952381,"Multiple Lat and Long"
"55","00000113","FAIRFIELD","AL","35064",1,189,17.181808472,8,"ST MARYS CATHOLIC SCHOOL","6124 MYRON MASSEY BLVD","Jefferson",NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,33.476444,-86.907605,NA,NA,"Multiple Lat and Long"
"56","00000113","FAIRFIELD","AL","35064",1,171,15.5454545455,8,"ST MARYS CATHOLIC SCHOOL","6124 MYRON MASSEY BLVD","Jefferson",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,33.476444,-86.907605,NA,NA,"Multiple Lat and Long"
"57","00000113","FAIRFIELD","AL","35064",1,196,21.777777778,8,"ST MARYS CATHOLIC SCHOOL","6124 MYRON MASSEY BLVD","Jefferson",100,"1993",0,0,0,100,0,NA,NA,NA,33.476444,-86.907605,NA,NA,"Multiple Lat and Long"
"58","00000113","FAIRFIELD","AL","35064",1,194,15.836734694,8,"ST MARYS CATHOLIC SCHOOL","6124 MYRON MASSEY BLVD","Jefferson",5,"1995",0,1.0309278351,0,98.969072165,0,NA,NA,NA,33.476444,-86.907605,NA,NA,"Multiple Lat and Long"
"59","00000113","FAIRFIELD","AL","35064",1,29,2.2524271845,5,"ST MARYS CATHOLIC SCHOOL","6124 MYRON MASSEY BLVD","Jefferson",100,"1997",0,0,0,100,0,20,NA,NA,33.476444,-86.907605,NA,NA,"Multiple Lat and Long"
"60","00000113","FAIRFIELD","AL","35064",1,130,11.063829787,13,"ST MARYS CATHOLIC SCHOOL","6124 MYRON MASSEY BLVD","Jefferson",100,"1999",0,0,0,100,0,68,NA,NA,33.476444,-86.907605,NA,NA,"Multiple Lat and Long"
"61","00000113","FAIRFIELD","AL","35064",1,148,13.454545455,13,"ST MARYS CATHOLIC SCHOOL","6124 MYRON MASSEY BLVD","Jefferson",100,"2001",0,0,0.6756756757,99.324324324,0,65,NA,NA,33.476444,-86.907605,NA,NA,"Multiple Lat and Long"
"62","00000113","FAIRFIELD","AL","35064",1,144,7.2,13,"ST MARYS CATHOLIC SCHOOL","6124 MYRON MASSEY BLVD","Jefferson",99.3055555555556,"2003",0,0,0.694444444444445,98.6111111111111,0.694444444444445,63,NA,NA,33.476444,-86.907605,NA,NA,"Multiple Lat and Long"
"63","00000113","FAIRFIELD","AL","35064",1,87,7.90909090909091,13,"ST MARYS CATHOLIC SCHOOL","6124 MYRON MASSEY BLVD","Jefferson",100,"2007",0,1.14942528735632,0,98.8505747126437,0,70,NA,NA,33.476444,-86.907605,NA,NA,"Multiple Lat and Long"
"64","00000113","FAIRFIELD","AL","35064",1,24,5.45454545454545,7,"ST MARYS CATHOLIC SCHOOL","6124 MYRON MASSEY BLVD","Jefferson",NA,"2009",0,0,4.16666666666667,95.8333333333333,0,7,NA,NA,33.476444,-86.907605,0,0,"Multiple Lat and Long"
"65","00000113","FAIRFIELD","AL","35064",1,43,7.1666666667,8,"ST MARYS CATHOLIC SCHOOL","6124 MYRON MASSEY BLVD","Jefferson",NA,"2011",0,0,0,95.348837209,0,24,NA,NA,33.476444,-86.907605,0,4.6511627907,"Multiple Lat and Long"
"66","00000124","DECATUR","AL","35601",1,209,20.39024353,8,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,34.5322444,-86.9985902,NA,NA,"changed locations"
"67","00000124","DECATUR","AL","35601",1,231,20.0869565217,8,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,34.5322444,-86.9985902,NA,NA,"changed locations"
"68","00000124","DECATUR","AL","35601",1,236,20.52173913,8,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",5.0847457627,"1993",0,1.6949152542,0.8474576271,2.5423728814,94.915254237,NA,NA,NA,34.5322444,-86.9985902,NA,NA,"changed locations"
"69","00000124","DECATUR","AL","35601",1,216,20.329411765,8,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",2,"1995",0,1.3888888889,1.8518518519,1.3888888889,95.37037037,NA,NA,NA,34.5322444,-86.9985902,NA,NA,"changed locations"
"70","00000124","DECATUR","AL","35601",1,214,19.454545455,13,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",4.2056074766,"1997",0.4672897196,0,1.4018691589,2.3364485981,95.794392523,112,NA,NA,34.5322444,-86.9985902,NA,NA,"changed locations"
"71","00000124","DECATUR","AL","35601",1,184,15.827956989,13,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",8.6956521739,"1999",2.1739130435,2.1739130435,3.2608695652,1.0869565217,91.304347826,93,NA,NA,34.5322444,-86.9985902,NA,NA,"changed locations"
"72","00000124","DECATUR","AL","35601",1,190,15.702479339,13,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",8.9473684211,"2001",0,2.1052631579,5.2631578947,1.5789473684,91.052631579,105,NA,NA,34.5322444,-86.9985902,NA,NA,"changed locations"
"73","00000124","DECATUR","AL","35603",1,207,15.8015267175573,13,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",9.17874396135266,"2003",0,2.41545893719807,6.76328502415459,0,90.8212560386474,84,NA,NA,34.5322444,-86.9985902,NA,NA,"changed locations"
"74","00000124","DECATUR","AL","35603",1,182,12.4657534246575,13,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",16.4835164835165,"2005",0,7.14285714285714,7.69230769230769,1.64835164835165,83.5164835164835,83,NA,NA,34.5322444,-86.9985902,NA,NA,"changed locations"
"75","00000124","DECATUR","AL","35603",1,136,9.12751677852349,13,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",18.3823529411765,"2007",0,5.14705882352941,11.0294117647059,2.20588235294118,81.6176470588235,88,NA,NA,34.5322444,-86.9985902,NA,NA,"changed locations"
"76","00000124","DECATUR","AL","35603",1,119,8.56115107913669,13,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",NA,"2009",0,3.36134453781513,10.9243697478992,3.36134453781513,80.672268907563,77,NA,NA,34.5322444,-86.9985902,0,1.68067226890756,"changed locations"
"77","00000124","DECATUR","AL","35603",1,86,9.247311828,13,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",NA,"2011",1.1627906977,6.976744186,17.441860465,4.6511627907,58.139534884,47,NA,NA,34.5322444,-86.9985902,1.1627906977,10.465116279,"changed locations"
"78","00000124","DECATUR","AL","35603",1,76,7.75510204081633,13,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",NA,"2013",0,5.26315789473684,13.1578947368421,3.94736842105263,69.7368421052632,33,NA,NA,34.5322444,-86.9985902,1.31578947368421,6.57894736842105,"changed locations"
"79","00000124","DECATUR","AL","35603",1,102,9.80769230769231,13,"ST ANN SCHOOL","3910A SPRING AVE SW","Morgan",NA,"2015",0,14.7058823529412,36.2745098039216,1.96078431372549,47.0588235294118,44,NA,NA,34.5322444,-86.9985902,0,0,"changed locations"
"80","00000135","CULLMAN","AL","35055",1,146,14.599998474,8,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,34.1779376,-86.8415492,NA,NA,"One lat and long pair"
"81","00000135","CULLMAN","AL","35055",1,163,14.8181818182,8,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,34.1779376,-86.8415492,NA,NA,"One lat and long pair"
"82","00000135","CULLMAN","AL","35055",1,166,14.593406593,8,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",1.2048192771,"1993",0,1.2048192771,0,0,98.795180723,NA,NA,NA,34.1779376,-86.8415492,NA,NA,"One lat and long pair"
"83","00000135","CULLMAN","AL","35055",1,190,16.52173913,8,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",2,"1995",0,0.5263157895,0.5263157895,0,98.947368421,NA,NA,NA,34.1779376,-86.8415492,NA,NA,"One lat and long pair"
"84","00000135","CULLMAN","AL","35055",1,197,19.949367089,13,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",2.538071066,"1997",0,1.0152284264,1.5228426396,0,97.461928934,104,NA,NA,34.1779376,-86.8415492,NA,NA,"One lat and long pair"
"85","00000135","CULLMAN","AL","35055",1,152,14.615384615,13,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",7.2368421053,"2001",0,2.6315789474,3.2894736842,1.3157894737,92.763157895,73,NA,NA,34.1779376,-86.8415492,NA,NA,"One lat and long pair"
"86","00000135","CULLMAN","AL","35055",1,143,12.3275862068966,13,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",4.1958041958042,"2003",0,2.7972027972028,1.3986013986014,0,95.8041958041958,84,NA,NA,34.1779376,-86.8415492,NA,NA,"One lat and long pair"
"87","00000135","CULLMAN","AL","35055",1,137,9.38356164383562,13,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",4.37956204379562,"2005",2.18978102189781,0.72992700729927,1.45985401459854,0,95.6204379562044,75,NA,NA,34.1779376,-86.8415492,NA,NA,"One lat and long pair"
"88","00000135","CULLMAN","AL","35055",1,144,14.4,13,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",3.47222222222222,"2007",0,1.38888888888889,1.38888888888889,0.694444444444445,96.5277777777778,68,NA,NA,34.1779376,-86.8415492,NA,NA,"One lat and long pair"
"89","00000135","CULLMAN","AL","35055",1,113,9.33884297520661,11,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",NA,"2009",0,1.76991150442478,5.30973451327434,0.88495575221239,90.2654867256637,75,NA,NA,34.1779376,-86.8415492,0.88495575221239,0.88495575221239,"One lat and long pair"
"90","00000135","CULLMAN","AL","35055",1,115,8.3333333333,11,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",NA,"2011",0,6.0869565217,7.8260869565,0,86.086956522,71,NA,NA,34.1779376,-86.8415492,0,0,"One lat and long pair"
"91","00000135","CULLMAN","AL","35055",1,105,10.3960396039604,11,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",NA,"2013",0,0.952380952380952,5.71428571428571,0,91.4285714285714,46,NA,NA,34.1779376,-86.8415492,0,1.9047619047619,"One lat and long pair"
"92","00000135","CULLMAN","AL","35055",1,163,12.5384615384615,11,"SACRED HEART ELEMENTARY","112 2ND AVE SE","Cullman",NA,"2015",0,4.29447852760736,17.7914110429448,0,76.6871165644172,74,NA,NA,34.1779376,-86.8415492,0,1.22699386503067,"One lat and long pair"
"93","00000146","BIRMINGHAM","AL","35205",1,175,17.5,8,"ST ROSE OF LIMA SCHOOL","1401 22ND ST S","Jefferson",NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,33.498497,-86.7876723,NA,NA,"Multiple Lat and Long"
"94","00000146","BIRMINGHAM","AL","35205",1,174,14.5,8,"ST ROSE OF LIMA SCHOOL","1401 22ND ST S","Jefferson",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,33.498497,-86.7876723,NA,NA,"Multiple Lat and Long"
